brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$694.33 
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,8000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce GTX 1650 Ti,,,,"$4,399.64 "
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$948.19 
Dell,Latitude 5521 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,623.99 "
Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,186.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$645.61 
Dell,Latitude 5420 Laptop,14 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,290.99 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,806.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$715.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,763.99 "
Dell,XPS 15,15.6 Inches,Platinum Silver,4 TB,Core i7 Family,64 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,,"$2,109.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$910.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,770.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,128 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$634.37 
Dell,Latitude 7420 2-in-1,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,733.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,337.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$926.65 
Dell,Latitude 3520 Laptop,15.6 Inches,,2000 GB,Core i5,,Windows 10 Home,,,,,,$999.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,715.99 "
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 3520 Laptop,15.6 Inches,Black,8000 GB,Core i5,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,020.26 "
Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,"$1,620.93 "
Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$2,301.99 "
Dell,Inspiron 3501 Laptop,15.6 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$595.35 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,764.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,230.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,885.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,6000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,790.48 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$755.61 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,020.99 "
Dell,Latitude 3520 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$878.37 
Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$807.99 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Latitude 3520 Laptop,15.6 Inches,Black,8000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$2,025.89 "
Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$801.99 
Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$807.99 
Dell,Latitude 5320 2-in-1,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,670.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,547.99 "
Dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,015.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$911.74 
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$959.45 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$763.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,811.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$865.70 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,8000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,847.31 "
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,816.99 "
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$834.99 
Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,038.28 "
Dell,Latitude 3520 Laptop,15.6 Inches,Black,8000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,920.04 "
Dell,Latitude 9420 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,515.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,8000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$3,004.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$689.33 
Dell,Vostro 3510 Laptop,15.6 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$993.99 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,6000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,703.28 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$767.11 
Dell,Vostro 3510 Laptop,15.6 Inches,Black,1000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$827.99 
Dell,Latitude 3420 Laptop,14 Inches,Black,2000 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$880.99 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,8000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,948.99 "
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,445.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$619.39 
Dell,Latitude 5420 Laptop,14 Inches,Black,2000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,137.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,494.99 "
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce MX250,,,,"$1,015.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,819.99 "
Lenovo,IdeaPad 3 81X7,14 Inches,Platinum Grey,2 TB,Core i3 Family,4 GB,Windows 10 Pro,"HD Audio, Anti Glare Coating, Memory Card Slot",Integrated,,,,$679.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,872.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$573.24 
Dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,011.25 "
Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,512 GB,AMD Ryzen 7,32 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070,,,,"$2,128.99 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,$807.99 
Dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,011.25 "
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,324.31 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$844.58 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$736.85 
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i7,4 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,"$1,574.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,031.24 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,860.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,993.99 "
Dell,Latitude 3420 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce MX250,,,,$969.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$931.30 
Dell,Vostro 3510 Laptop,15.6 Inches,Black,1000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$820.99 
Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$977.47 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$742.99 
Dell,Latitude 5320 Laptop,13.3 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$803.99 
Dell,Latitude 3520 Laptop,15.6 Inches,Black,8000 GB,Core i5,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,020.26 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Latitude 3420 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,091.99 "
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,229.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$2,446.99 "
Dell,Latitude 9420 2-in-1,14 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$3,458.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,439.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$877.88 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,672.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$953.82 
Dell,Latitude 7320 Laptop,13.3 Inches,Black,2000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$880.99 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$776.54 
Dell,G16 7620 Laptop,16 Inches,Black,2000 GB,Core i7,48 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,,"$1,419.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,132.87 "
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 3520 Laptop,15.6 Inches,,512 GB,Core i5,,Windows 11 Home,,,,,,$898.64 
Dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$764.99 
Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$839.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,128 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$878.37 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$876.99 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,439.99 "
Dell,Latitude 3520 Laptop,15.6 Inches,Black,8000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$3,021.99 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,655.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$810.28 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$600.68 
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$915.52 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$716.83 
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$2,126.99 "
Dell,Latitude 3520 Laptop,15.6 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,605.99 "
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,180.17 "
Dell,Latitude 7520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,102.99 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$658.99 
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,324.31 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$700.58 
Dell,Latitude 5521 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,703.99 "
Dell,Latitude 7320 Laptop,13.3 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$834.99 
Dell,Inspiron 7415 2-in-1,14 Inches,Grey,256 GB,AMD Ryzen 7,12 GB,Windows 11 Home,Wifi & Bluetooth,AMD Integrated Graphics,,,,$602.47 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$613.99 
Dell,Latitude 5320 2-in-1,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$595.99 
Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,032.65 "
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$878.37 
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$840.99 
Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,$801.99 
Dell,Latitude 7420 Laptop,14 Inches,Black,2000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$886.99 
Dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,122.99 "
Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,"$1,179.99 "
Dell,Latitude 3520 Laptop,15.6 Inches,Black,8000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,925.66 "
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,$614.40 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
